prov_name,prov_id,kab_name,kab_id,kec_name,kec_id,kel_name,kel_id,paslon1,paslon1_perc,paslon2,paslon2_perc,paslon3,paslon3_perc,tot_tps_foto_approved_kawal_pemilu,tot_tps,tps_coverage_perc
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,ALUE BAGOK,1.0,270,90.00%,29,9.67%,1,0.33%,2,2,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,ALUE BATEE,2.0,107,69.03%,47,30.32%,1,0.65%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,ALUE SUNDAK,3.0,159,82.38%,32,16.58%,2,1.04%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,ARONGAN,4.0,172,86.87%,24,12.12%,2,1.01%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,COT BULOH,5.0,245,77.78%,67,21.27%,3,0.95%,2,2,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,COT JURU MUDI,6.0,106,76.81%,31,22.46%,1,0.72%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,COT KUMBANG,7.0,145,80.11%,35,19.34%,1,0.55%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,GUNONG PULO,9.0,146,71.92%,44,21.67%,13,6.40%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,KARANG HAMPA,10.0,32,52.46%,29,47.54%,0,0.00%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,KEUB,11.0,404,90.79%,34,7.64%,7,1.57%,2,2,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,PANTE MUTIA,13.0,181,84.98%,32,15.02%,0,0.00%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,PANTON BAHAGIA,14.0,110,77.46%,31,21.83%,1,0.70%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,PANTON MAKMU,15.0,160,88.40%,21,11.60%,0,0.00%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,PEULANTEU LB,16.0,435,85.29%,71,13.92%,4,0.78%,2,2,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,PEURIBU,17.0,542,84.69%,93,14.53%,5,0.78%,3,3,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,RIMBA LANGGEH,18.0,156,90.17%,15,8.67%,2,1.16%,1,2,50.00%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,SEUNEUBOK LHONG,19.0,133,88.08%,18,11.92%,0,0.00%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,SIMPANG PEUT,21.0,360,85.31%,50,11.85%,12,2.84%,2,3,66.67%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,SUAK BIDOK,22.0,173,87.37%,22,11.11%,3,1.52%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,SUAK IE BEUSO,23.0,173,87.37%,22,11.11%,3,1.52%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,SUAK KEUMUDEE,24.0,91,57.23%,65,40.88%,3,1.89%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,TEUPIN PERAHO,25.0,443,85.69%,70,13.54%,4,0.77%,2,2,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,UJONG BEUSA,26.0,107,66.88%,52,32.50%,1,0.63%,1,1,100%
ACEH,1,ACEH BARAT,1,ARONGAN LAMBALEK,1.0,UJONG SIMPANG,27.0,350,88.83%,42,10.66%,2,0.51%,2,2,100%
ACEH,1,ACEH BARAT,1,BUBON,2.0,ALUE BAKONG,1.0,124,87.32%,14,9.86%,4,2.82%,1,2,50.00%
ACEH,1,ACEH BARAT,1,BUBON,2.0,ALUE LHOK,2.0,157,75.12%,49,23.44%,3,1.44%,1,1,100%
ACEH,1,ACEH BARAT,1,BUBON,2.0,BEURAWANG,3.0,247,69.38%,106,29.78%,3,0.84%,2,2,100%
ACEH,1,ACEH BARAT,1,BUBON,2.0,BLANG SIBEUTONG,4.0,317,79.25%,69,17.25%,14,3.50%,2,2,100%
ACEH,1,ACEH BARAT,1,BUBON,2.0,COT LADA,6.0,78,81.25%,15,15.63%,3,3.13%,1,1,100%
ACEH,1,ACEH BARAT,1,BUBON,2.0,GUNONG PANAH,7.0,148,80.00%,35,18.92%,2,1.08%,1,1,100%
ACEH,1,ACEH BARAT,1,BUBON,2.0,KUTA PADANG,9.0,405,82.32%,83,16.87%,4,0.81%,2,2,100%
ACEH,1,ACEH BARAT,1,BUBON,2.0,LAYUNG,10.0,208,69.10%,85,28.24%,8,2.66%,2,2,100%
ACEH,1,ACEH BARAT,1,BUBON,2.0,PEULANTEU SP,12.0,195,77.69%,47,18.73%,9,3.59%,1,2,50.00%
ACEH,1,ACEH BARAT,1,BUBON,2.0,RAMBONG,13.0,187,82.74%,38,16.81%,1,0.44%,1,1,100%
ACEH,1,ACEH BARAT,1,BUBON,2.0,SEUMULENG,14.0,184,71.88%,70,27.34%,2,0.78%,1,1,100%
ACEH,1,ACEH BARAT,1,BUBON,2.0,SEUNEUBOK TRAP,15.0,125,82.24%,25,16.45%,2,1.32%,1,1,100%
ACEH,1,ACEH BARAT,1,BUBON,2.0,ULEE BLANG,17.0,109,76.76%,33,23.24%,0,0.00%,1,1,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,BLANG BEURANDANG,1.0,1620,72.35%,570,25.46%,49,2.19%,9,9,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,DRIEN RAMPAK,2.0,3001,76.03%,864,21.89%,82,2.08%,16,16,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,GAMPA,3.0,1330,76.48%,378,21.74%,31,1.78%,8,10,80.00%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,GAMPONG DARAT,4.0,356,73.86%,118,24.48%,8,1.66%,2,2,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,KAMPUNG BELAKANG,5.0,821,66.05%,375,30.17%,47,3.78%,6,6,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,KUTA PADANG,6.0,1875,71.73%,657,25.13%,82,3.14%,11,13,84.62%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,LAPANG,7.0,1866,73.87%,608,24.07%,52,2.06%,10,13,76.92%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,LEUHAN,8.0,1623,76.70%,465,21.98%,28,1.32%,9,11,81.82%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,PADANG SEURAHET,9.0,1268,78.76%,323,20.06%,19,1.18%,7,7,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,PANGGONG,10.0,289,58.86%,180,36.66%,22,4.48%,2,3,66.67%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,PASAR ACEH,11.0,62,35.43%,83,47.43%,30,17.14%,1,1,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,PASIR,12.0,168,71.19%,66,27.97%,2,0.85%,1,1,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,RUNDENG,13.0,1205,72.90%,404,24.44%,44,2.66%,7,8,87.50%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,SEUNEUBOK,14.0,2082,77.66%,559,20.85%,40,1.49%,11,14,78.57%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,SUAK INDRAPURI,15.0,229,60.74%,135,35.81%,13,3.45%,2,2,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,SUAK NIE,16.0,99,74.44%,28,21.05%,6,4.51%,1,1,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,SUAK RAYA,17.0,633,75.09%,193,22.89%,17,2.02%,4,4,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,SUAK RIBEE,18.0,695,75.38%,197,21.37%,30,3.25%,4,7,57.14%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,SUAK SIGADENG,19.0,319,80.35%,76,19.14%,2,0.50%,2,2,100%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,UJONG BAROH,20.0,1845,74.37%,568,22.89%,68,2.74%,11,15,73.33%
ACEH,1,ACEH BARAT,1,JOHAN PAHLAWAN,3.0,UJUNG KALAK,21.0,806,71.08%,288,25.40%,40,3.53%,5,10,50.00%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,ALUE LHEE,1.0,134,84.81%,21,13.29%,3,1.90%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,ALUE LHOK,2.0,129,68.25%,57,30.16%,3,1.59%,1,2,50.00%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,ALUE ON,3.0,205,88.36%,24,10.34%,3,1.29%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,ALUE PEUDEUNG,4.0,267,78.99%,65,19.23%,6,1.78%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,ALUE TAMPAK,5.0,170,81.73%,35,16.83%,3,1.44%,1,4,25.00%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,BABAH MEULABOH,6.0,118,91.47%,8,6.20%,3,2.33%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,BEUREUGANG,7.0,157,81.77%,32,16.67%,3,1.56%,1,3,33.33%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,BLANG DALAM,8.0,115,77.70%,31,20.95%,2,1.35%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,BLANG GEUNANG,9.0,110,79.71%,23,16.67%,5,3.62%,1,2,50.00%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,DRIEN CALEUE,10.0,110,68.75%,45,28.13%,5,3.13%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,KAMPONG MESJID,11.0,431,83.69%,72,13.98%,12,2.33%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,KEUDE ARON,12.0,369,83.86%,66,15.00%,5,1.14%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,KEUDE TANJONG,13.0,265,82.81%,49,15.31%,6,1.88%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,KEURAMAT,14.0,179,85.24%,23,10.95%,8,3.81%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,MAREK,15.0,120,80.54%,27,18.12%,2,1.34%,1,2,50.00%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,MEUNASAH ARA,16.0,158,91.86%,11,6.40%,3,1.74%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,MEUNASAH BULOH,17.0,236,75.16%,67,21.34%,11,3.50%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,MEUNASAH GANTUNG,18.0,231,86.19%,32,11.94%,5,1.87%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,MEUNASAH RAMBOT,19.0,282,84.94%,46,13.86%,4,1.20%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,MEUNASAH RAYEUK,20.0,408,89.08%,49,10.70%,1,0.22%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,MEUNUANG TANJONG,21.0,126,85.14%,20,13.51%,2,1.35%,1,2,50.00%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PADANG MANCANG,23.0,249,80.06%,58,18.65%,4,1.29%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PADANG SIKABU,24.0,602,68.02%,262,29.60%,21,2.37%,4,4,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PALIMBUNGAN,25.0,175,88.83%,19,9.64%,3,1.52%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PASI ARA,26.0,196,81.67%,41,17.08%,3,1.25%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PASI JAMBU,27.0,419,82.97%,79,15.64%,7,1.39%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PASI JEUMPA,28.0,251,85.96%,41,14.04%,0,0.00%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PASI KUMBANG,29.0,332,81.57%,66,16.22%,9,2.21%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PASI MEUGAT,30.0,290,87.88%,37,11.21%,3,0.91%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PASI TEUNGOH,31.0,169,88.48%,17,8.90%,5,2.62%,1,2,50.00%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PUCOK PUNGKIE,33.0,127,86.39%,14,9.52%,6,4.08%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PUNGKIE,34.0,154,80.63%,32,16.75%,5,2.62%,1,2,50.00%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PUTIM,35.0,230,83.94%,39,14.23%,5,1.82%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,PUUK,36.0,125,79.11%,25,15.82%,8,5.06%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,SAWANG TEUBEI,37.0,414,74.73%,133,24.01%,7,1.26%,3,3,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,SIMPANG,38.0,108,73.97%,31,21.23%,7,4.79%,1,2,50.00%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,TANJONG BUNGONG,39.0,225,82.72%,45,16.54%,2,0.74%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,TANJONG MEULABOH,40.0,175,81.02%,38,17.59%,3,1.39%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,TELADAN,41.0,54,28.57%,116,61.38%,19,10.05%,1,1,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,TEUPIN PANAH,42.0,244,75.78%,67,20.81%,11,3.42%,2,2,100%
ACEH,1,ACEH BARAT,1,KAWAY XVI,4.0,TUMPOK LADANG,43.0,291,86.35%,45,13.35%,1,0.30%,2,2,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,BALEE,1.0,502,77.23%,130,20.00%,18,2.77%,3,3,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,BUKIT JAYA,2.0,160,47.48%,161,47.77%,16,4.75%,2,2,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,GUNONG KLENG,4.0,710,79.69%,162,18.18%,19,2.13%,4,6,66.67%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,LANGUNG,5.0,889,76.57%,248,21.36%,24,2.07%,5,6,83.33%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,MESJID TUHA,6.0,143,76.06%,40,21.28%,5,2.66%,1,3,33.33%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,MEUREUBO,7.0,1103,72.81%,374,24.69%,38,2.51%,6,6,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,PASI ACEH BAROH,8.0,192,78.69%,51,20.90%,1,0.41%,1,2,50.00%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,PASI ACEH TUNONG,9.0,303,77.89%,77,19.79%,9,2.31%,2,2,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,PASI MESJID,10.0,334,81.86%,64,15.69%,10,2.45%,2,3,66.67%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,PASI PINANG,11.0,319,80.35%,68,17.13%,10,2.52%,2,2,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,PAYA BARO RANTO P,12.0,127,85.23%,18,12.08%,4,2.68%,1,1,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,PAYA PEUNAGA,13.0,1623,70.17%,630,27.24%,60,2.59%,10,13,76.92%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,PEUNAGA CUT UJONG,14.0,485,84.64%,67,11.69%,21,3.66%,3,5,60.00%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,PEUNAGA PASI,15.0,174,71.90%,62,25.62%,6,2.48%,1,1,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,PEUNAGA RAYEUK,16.0,673,72.84%,223,24.13%,28,3.03%,4,4,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,PUCOK REUDEUP,17.0,101,53.72%,84,44.68%,3,1.60%,1,1,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,PULO TEUNGOH,18.0,192,75.59%,60,23.62%,2,0.79%,1,1,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,RANTO PANYANG BARAT,19.0,333,81.62%,69,16.91%,6,1.47%,2,2,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,RANTO PANYANG TIMUR,20.0,546,69.73%,225,28.74%,12,1.53%,3,4,75.00%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,RANUB DONG,21.0,176,76.86%,47,20.52%,6,2.62%,1,2,50.00%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,UJONG DRIEN,24.0,659,77.44%,179,21.03%,13,1.53%,4,4,100%
ACEH,1,ACEH BARAT,1,MEUREUBO,5.0,UJONG TANOH DARAT,26.0,610,77.71%,168,21.40%,7,0.89%,3,5,60.00%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,ALUE KEUMANG,1.0,117,78.00%,30,20.00%,3,2.00%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,BABAH ISEUNG,2.0,64,34.04%,123,65.43%,1,0.53%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,BABAH LUENG,4.0,120,85.11%,19,13.48%,2,1.42%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,BERDIKARI,5.0,40,21.86%,138,75.41%,5,2.73%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,CANGGAI,6.0,135,72.97%,48,25.95%,2,1.08%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,JAMBAK,8.0,147,60.74%,93,38.43%,2,0.83%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,KEUDE SUAK AWE,9.0,107,58.47%,73,39.89%,3,1.64%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,KEUTAMBANG,10.0,165,88.24%,21,11.23%,1,0.53%,1,2,50.00%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,KREUNG BEUKAH,11.0,220,78.01%,56,19.86%,6,2.13%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,LANGO,12.0,271,73.84%,92,25.07%,4,1.09%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,LAWET,13.0,246,80.66%,57,18.69%,2,0.66%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,LHOK GUCI,14.0,256,64.65%,129,32.58%,11,2.78%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,LHOK SARI,15.0,75,18.70%,318,79.30%,8,2.00%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,MANJENG,16.0,316,77.26%,90,22.00%,3,0.73%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,MEUNUANG KINCO,17.0,319,73.17%,114,26.15%,3,0.69%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,PANTE CEUREMEN,18.0,425,82.05%,88,16.99%,5,0.97%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,PULO TEUNGOH MANJENG,19.0,313,79.44%,79,20.05%,2,0.51%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,SAWANG RAMBOT,20.0,217,68.67%,91,28.80%,8,2.53%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,SEUMANTOK,21.0,499,85.74%,74,12.71%,9,1.55%,3,3,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,SEUMARA,22.0,281,84.38%,49,14.71%,3,0.90%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,SIKUNDO,23.0,87,75.65%,25,21.74%,3,2.61%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,SUAK AWE,24.0,116,60.42%,73,38.02%,3,1.56%,1,2,50.00%
ACEH,1,ACEH BARAT,1,PANTE CEUREUMEN,6.0,TEGAL SARI,25.0,155,35.15%,268,60.77%,18,4.08%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,ANTONG,1.0,83,86.46%,12,12.50%,1,1.04%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,BABAH KRUENG MANGGIE,2.0,176,69.02%,75,29.41%,4,1.57%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,BARO PAYA,3.0,191,71.80%,71,26.69%,4,1.50%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,BLANG BALEE,4.0,79,79.00%,21,21.00%,0,0.00%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,COT MANGGIE,6.0,69,74.19%,19,20.43%,5,5.38%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,GAMPONG BARO,7.0,103,73.05%,35,24.82%,3,2.13%,1,2,50.00%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,GUNONG MATA IE,8.0,161,77.78%,45,21.74%,1,0.48%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,LEK-LEK,10.0,256,82.58%,51,16.45%,3,0.97%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,MANGGIE,11.0,432,85.71%,70,13.89%,2,0.40%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,MEUTULANG,12.0,381,83.19%,71,15.50%,6,1.31%,2,3,66.67%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,MUGO CUT,13.0,160,61.30%,96,36.78%,5,1.92%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,MUGO RAYEUK,14.0,227,76.69%,65,21.96%,4,1.35%,2,2,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,PAYA BARO MEUKO,15.0,72,56.25%,53,41.41%,3,2.34%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,SIBINTANG,16.0,164,78.10%,42,20.00%,4,1.90%,1,1,100%
ACEH,1,ACEH BARAT,1,PANTON REU,7.0,TAMPING,17.0,101,63.92%,36,22.78%,21,13.29%,1,1,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,ALUE RAYA,1.0,288,81.13%,63,17.75%,4,1.13%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,COT AMUN,2.0,198,92.09%,13,6.05%,4,1.86%,1,1,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,COT DARAT,3.0,599,81.28%,126,17.10%,12,1.63%,3,3,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,COT LAMPISE,4.0,145,76.32%,41,21.58%,4,2.11%,1,1,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,COT MESJID,5.0,157,77.34%,45,22.17%,1,0.49%,1,1,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,COT PLUH,6.0,168,81.16%,31,14.98%,8,3.86%,1,2,50.00%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,COT SEULAMAT,7.0,277,79.37%,63,18.05%,9,2.58%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,COT SEUMEURUNG,8.0,421,83.20%,82,16.21%,3,0.59%,2,3,66.67%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,DEUAH,9.0,128,85.33%,20,13.33%,2,1.33%,1,2,50.00%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,GAMPONG COT,10.0,206,72.28%,74,25.96%,5,1.75%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,GAMPONG LADANG,11.0,57,68.67%,24,28.92%,2,2.41%,1,1,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,GAMPONG TEUNGOH,12.0,296,74.56%,86,21.66%,15,3.78%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,KEUREUSENG,13.0,112,75.17%,36,24.16%,1,0.67%,1,2,50.00%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,KRUENG TINGGAI,14.0,212,72.85%,77,26.46%,2,0.69%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,KUALA BUBON,15.0,198,72.53%,69,25.27%,6,2.20%,1,1,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,LEUKEUN,17.0,266,85.53%,42,13.50%,3,0.96%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,LHOK BUBON,18.0,131,86.18%,21,13.82%,0,0.00%,1,1,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,MESJID BARO,19.0,243,86.79%,33,11.79%,4,1.43%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,PANGE,20.0,135,85.44%,19,12.03%,4,2.53%,1,1,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,PAYA LUMPAT,21.0,355,89.65%,39,9.85%,2,0.51%,2,3,66.67%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,PINEM,22.0,227,75.92%,66,22.07%,6,2.01%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,PUCOK LUENG,23.0,247,77.19%,66,20.63%,7,2.19%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,RANGKILEH,24.0,57,85.07%,8,11.94%,2,2.99%,1,1,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,REUSAK,25.0,422,77.86%,108,19.93%,12,2.21%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,SUAK GEUDEUBANG,26.0,240,86.96%,36,13.04%,0,0.00%,1,1,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,SUAK PANDAN,27.0,285,77.87%,73,19.95%,8,2.19%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,SUAK PANTE BREUH,28.0,340,84.58%,57,14.18%,5,1.24%,2,2,100%
ACEH,1,ACEH BARAT,1,SAMATIGA,8.0,SUAK SEUKE,29.0,248,80.78%,56,18.24%,3,0.98%,2,2,100%
